ID_1,NAME_1,ID_2,NAME_2,TAXONOMY,GEM_TAXONOMY,AFFECTED_UNITS,DAMAGED_UNITS,DS1_SLIGHT,DS2_MODARATE,DS3_EXTENSIVE,DS4_COMPLETE,COLLAPSED_UNITS,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS,NO_DAMAGE,LIGHT_DAMAGE,MODERATE_DAMAGE,HEAVY_DAMAGE,COLLAPSE,UNKNOWN,NO_DAMAGE,PARTIAL_DAMAGE,HALF_COLLAPSE,MASSIVE_HALF_COLLAPSE,TOTAL_COLLAPSE_IAFC,TOTAL_COLLAPSE_NR,TOTAL_COLLAPSE_WA,COMPLETE_DESTRUCTION_OR_MISSING,PARTIAL_DAMAGE,BELOW_PARTIAL_DAMAGE,FIRE
8,Ibaraki,23,Hitachi City,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,22,73,14,2,0,0,,,,
8,Ibaraki,23,Hitachi City,Unknown ,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,78,0,0,0,0,0,0,0,,,,
8,Ibaraki,4,Hitachinaka City,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,40,2,9,4,0,0,0,0,,,,
8,Ibaraki,4,Hitachinaka City,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,2,3,8,0,0,0,0,,,,
8,Ibaraki,4,Hitachinaka City,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,19,116,829,149,0,0,0,0,,,,
8,Ibaraki,4,Hitachinaka City,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,12,7,24,7,0,0,0,0,,,,
8,Ibaraki,40,Hokota City,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,0,0,0,0,0,,,,
8,Ibaraki,40,Hokota City,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,1,0,0,0,0,0,,,,
8,Ibaraki,40,Hokota City,Wooden,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,13,38,3,0,0,0,,,,
8,Ibaraki,40,Hokota City,Prefabricated Structures,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,0,0,1,0,0,0,0,,,,
12,Chiba,2,Ichinomiya-machi,CR/LFINF,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,3,0,0,0,0,0,0,,,,
12,Chiba,2,Ichinomiya-machi,Steel,,,,,,,,,Buildings,,"Ministry of Land, Infrastructure, Transport and Tourism (MLIT) + Cambridge Earthquake Impact Database","Partial damage: Partial damage (Inundation below floor level); Half collapse: Half collapse (Inundation above floor level, damage area is between 20% to 70% of the total floor area); Massive half-collapse: Housing to residents is partially destroyed, it is difficult to live in the house if not repaired, including the repair of major structural elements (damage area is between 50% and 70% of the total floor area of the dwelling house); Total collapse (IAFC): Total collapse (Inundation above the first ceiling level); Total collapse (NR): Total collapse (Non repairable, more than 70% of the total floor area of the dwelling house); Total collapse (WA): Total collapse (Washed away). The damage study is for the tsunami.",,,,,,0,3,0,2,0,0,0,0,,,,
